,scientific_name,decimalLongitude,decimalLatitude
3947,Squalius kosswigi,,
3948,Squalius malacitanus,-5.403374,36.206304
3949,Squalius moreoticus,22.19,38.18
3950,Squalius torgalensis,,
3951,Squalus acanthias Northwest Atlantic subpopulation,,
3952,Squalus chloroculus,151.30833,-34.44166
3953,Squalus japonicus,121.51,23.94
3954,Squatina formosa,133.619995,33.240002
3955,Squatina guggenheim Brazilian subpopulation,,
3956,Squatina tergocellatoides,116.067,5.983
3957,Stagnicola kayseris,,
3958,Staurophlebia bosqi,,
3959,Stegonotus sutteri,,
3960,Stegostoma tigrinum Indian Ocean-Southeast Asian subpopulation,127.6863,26.211048
3961,Steindachneridion parahybae,-43.201706,-22.117602
3962,Stenagrion petermilleri,119.2472,10.4756
3963,Stenocercus arndti,,
3964,Stenocercus modestus,-77.15,-12.0667
3965,Stenocercus varius,-75.9,-9.55
3966,Stenoonops opisthornatus,,
3967,Sterna acuticauda,82.13333,26.78333
3968,Sternula lorata,-76.3,-13.75
3969,Stiphodon julieni,-144.352,-27.586
3970,Stoliczia chaseni,,
3971,Strabomantis bufoniformis,-78.361944,7.975278
3972,Strabomantis ruizi,-75.2256,6.0816
3973,Streptocephalus dendyi,25.1408,-33.8941
3974,Streptocephalus woottoni,-117.15,33.53
3975,Stumpffia be,49.094597,-12.852918
3976,Stumpffia madagascariensis,,
3977,Stumpffia psologlossa,49.7018,-14.4601
3978,Stumpffia roseifemoralis,46.92142,-16.2017
3979,Sturnira nana,-73.466667,-12.433333
3980,Stygobromus pecki,,
3981,Stylodonta studeriana,55.738827,-4.329551
3982,Stylogomphus ryukyuanus ssp. watanabei,,
3983,Styracura schmardae,-82.816667,9.75
3984,Succinea piratarum,,
3985,Sulcosticta pallida,120.95,16.15
3986,Sulcosticta striata,121.8894,16.2539
3987,Suncus aequatorius,,
3988,Suncus fellowesgordoni,80.716667,6.86667
3989,Suncus zeylanicus,,
3990,Sundadanio goblinus,,
3991,Sundathelphusa sottoae,,
3992,Sundoreonectes sabanus,115.766667,4.916667
3993,Sus verrucosus ssp. blouchi,,
3994,Sylvilagus brasiliensis,-79.533333,8.966667
3995,Sylvilagus graysoni,0.0,0.0
3996,Sympetrum maculatum,138.15,35.99
3997,Symposiachrus brehmii,135.57506,-0.822659
3998,Symposiachrus sacerdotum,120.015228,-8.740341
3999,Synallaxis infuscata,-36.48,-9.33
4000,Syncomistes rastellus,126.481094,-16.193296
4001,Synodontis dorsomaculatus,,
4002,Synophis bicolor,-78.140978,-1.392694
4003,Synthemis flexicauda,,
4004,Syntripsa flavichela,121.379997,-2.88
4005,Syrphoctonus morio,-28.21374,38.72987
4006,Systomus martenstyni,80.618974,7.587465
4007,Tacheocampylaea cyrniaca,9.09511,42.13951
4008,Tachiramantis lentiginosus,,
4009,Tachycineta cyaneoviridis,-77.883333,25.833333
4010,Tachypleus tridentatus,131.722,33.5592
4011,Takifugu plagiocellatus,,
4012,Takydromus sikkimensis,88.496079,27.233209
4013,Tamanka siitensis,120.997425,6.056487
4014,Tampichthys mandibularis,-99.931944,21.891944
4015,Tanakia tanago,139.038155,37.880319
4016,Tantilla lempira,-87.0102,14.0076
4017,Tantilla shawi,-98.989998,21.385279
4018,Taoniscus nanus,-48.040777,-23.587115
4019,Taphrolesbia griseiventris,-78.42058,-7.100827
4020,Tapirus indicus,102.0,0.0
4021,Tarentola gigas,-24.586456,16.617111
4022,Tarphius besucheti,1.36257,42.130715
4023,Tarphius tornvalli,-25.2147,37.76507
4024,Tarsius niemitzi,,
4025,Tarsius pumilus,,
4026,Taruga eques,80.8127,6.9894
4027,Taruga longinasus,80.71658,6.598133
4028,Tauraco bannermani,10.515118,6.194571
4029,Tehuana lamothei,,
4030,Teinobasis hamalaineni,121.6931,16.3472
4031,Teinobasis nigrolutea,158.232,6.91477
4032,Teinobasis ranee,,
4033,Telatrygon crozieri,,
4034,Telebasis flammeola,,
4035,Telestes beoticus,23.7167,38.0
4036,Telestes karsticus,15.21207,45.04985
4037,Telmatherina wahjui,121.366667,-2.55
4038,Telmatobius brevirostris,-75.6017,-11.1378
4039,Telmatobius contrerasi,,
4040,Telmatobius gigas,-67.841632,-17.996916
4041,Telmatobius hypselocephalus,,
4042,Telmatobius intermedius,-74.042036,-14.74692
4043,Telmatobius macrostomus,-74.799222,-9.843339
4044,Telmatobius mayoloi,-77.233333,-10.083333
4045,Telmatobius pinguiculus,,
4046,Telmatobius platycephalus,,
4047,Telmatobius schreiteri,-65.6833,-26.8667
4048,Telmatobius zapahuirensis,,
4049,Telmatobufo ignotus,,
4050,Telosticta gading,,
4051,Tenuibranchiurus glypticus,152.566667,-25.116667
4052,Tepuihyla warreni,-59.95666,5.351666
4053,Terateleotris aspro,102.6,17.983333
4054,Teratoscincus rustamowi,,
4055,Terrathelphusa kuchingensis,,
4056,Testudo hermanni ssp. hermanni,25.5333,40.9333
4057,Tetracheilostoma breuili,-60.9316,13.7238
4058,Tetraodon pustulatus,7.166667,4.416667
4059,Tetrix transsylvanica,15.6,46.289
4060,Thalassarche carteri,141.83471,-38.49853
4061,Thalassarche chrysostoma,85.0,-46.866667
4062,Thalurania watertonii,-36.48,-9.33
4063,Thamnophis mendax,-99.18,23.1
4064,Thapsia buraensis,,
4065,Thaumatodon hystricelloides,,
4066,Thaumatoperla alpina,147.1,-36.9
4067,Theganopteryx lunulata,,
4068,Thelenota ananas,117.95,9.3
4069,Theliderma intermedia,-83.089401,36.6675
4070,Theloderma nebulosum,,
4071,Theloderma ryabovi,,
4072,Theodoxus subterrelictus,,
4073,Theridion cloxum,,
4074,Theridion nagorum,,
4075,Thermophis zhaoermii,,
4076,Thersites mitchellae,153.616,-28.65
4077,Thinornis novaeseelandiae,-176.540056,-44.00575
4078,Thoracistus jambila,,
4079,Thoracistus thyraeus,30.474222,-27.329167
4080,Thorectes baraudi,-2.92081,37.928909
4081,Thorectes catalonicus,2.367634,41.842656
4082,Thorectes coiffaiti,,
4083,Thorectes hernandezi,,
4084,Thorectes orocantabricus,,
4085,Thorectes punctatolineatus,,
4086,Thorectes sardous,8.464859,39.91837
4087,Thorius boreas,-96.513194,17.378139
4088,Thorius maxillabrochus,-96.5,17.533333
4089,Thorius narisovalis,-96.858333,17.258333
4090,Thorius pennatulus,-97.159333,19.95
4091,Thorius tlaxiacus,-97.62,17.148333
4092,Thoropa lutzi,-43.2333,-22.95
4093,Threskiornis bernieri,45.0083,-19.0083
4094,Throscodectes xederoides,115.7,-31.0
4095,Thryophilus sernai,-75.794876,7.023679
4096,Thunnus maccoyii,151.166,-34.083
4097,Thylogale lanatus,,
4098,Tigrigobius harveyi,-81.389999,19.27
4099,Tinostoma smaragditis,0.0,0.0
4100,Tlaloc hildebrandi,,
4101,Tokea huttoni,,
4102,Tokea unipapillata,,
4103,Tokudaia tokunoshimensis,,
4104,Tomichia ventricosa,25.70153,-34.02975
4105,Tomicodon abuelorum,-87.78,13.3
4106,Tongapyrgus subterraneus,,
4107,Tor malabaricus,73.4,22.817
4108,Torpedo adenensis,43.431897,-23.092091
4109,Torpedo mackayana,-17.08,12.18
4110,Trachemys adiutrix,-43.23,-2.55
4111,Trachycystis haygarthi,31.138986,-28.605836
4112,Trachypithecus crepusculus,101.833328,21.51667
4113,Trachypithecus geei,90.583896,27.16236
4114,Trachypithecus hatinhensis,106.214135,17.582674
4115,Trachypithecus margarita,,
4116,Trachypithecus obscurus ssp. carbo,99.707017,6.727874
4117,Trachypithecus phayrei,94.7,22.7833
4118,Trachypithecus phayrei ssp. shanicus,,
4119,Trachypithecus pileatus ssp. pileatus,,
4120,Trachypithecus shortridgei,,
4121,Tragulus nigricans,117.050003,7.9834
4122,Travancoria jonesi,76.950442,10.323255
4123,Trechus terrabravensis,-27.19847,38.73375
4124,Treron griveaudi,43.733408,-12.337737
4125,Treron sanctithomae,6.63952,0.30041
4126,Triakis scyllium,133.193649,34.403638
4127,Triboniophorus sp. nov. 'Kaputar',,
4128,Trichechus manatus ssp. manatus,-87.30494,19.194237
4129,Trichoglossus forsteni,118.0,-8.65
4130,Trichomycterus taeniops,,
4131,Trichomycterus weyrauchi,,
4132,Trimenia wallengrenii,18.66,-31.78
4133,Trimeresurus cantori,93.40168,8.007459
4134,Trimeresurus kanburiensis,99.737633,8.378183
4135,Trimeresurus truongsonensis,,
4136,Trimerotropis occidentaloides,,
4137,Trimetopon simile,-84.689033,10.503133
4138,Trinomys moojeni,,
4139,Trioceros laterispinis,33.75,-9.0
4140,Trioceros pfefferi,9.833333,5.0
4141,Triops gadensis,,
4142,Triplax castanea,,
4143,Triplophysa coniptera,,
4144,Trochalopteron ngoclinhense,107.856,15.089
4145,Trochidrobia inflata,135.90469,-28.06827
4146,Trochomorpha apia,-170.746854,-14.334135
4147,Trochomorpha transarata,178.832393,-17.681909
4148,Tropidonophis punctiventris,,
4149,Tropidophis fuscus,,
4150,Tropidophis hardyi,-80.55,22.3333
4151,Tropidophis jamaicensis,-76.745684,18.012823
4152,Tropidophis spiritus,,
4153,Tropidophora deburghiae,49.647,-16.167
4154,Tropidophorus laotus,101.066667,17.483333
4155,Truebella tothastes,,
4156,Tryonia diaboli,-100.874763,29.945416
4157,Tukutuku rakiurae,167.845603,-46.88169
4158,Tupaia nicobarica,93.67,7.33
4159,Turinyphia cavernicola,-27.21571,38.72921
4160,Turnix olivii,145.3,-15.5
4161,Tylochromis microdon,18.158333,-0.891667
4162,Tylomelania gemmifera,121.36835,-2.52385
4163,Tylomelania lalemae,,
4164,Tylomelania matannensis,121.36835,-2.52385
4165,Tylomelania patriarchalis,121.36835,-2.52385
4166,Tylomelania towutensis,,
4167,Tylorida mornensis,,
4168,Tylototriton hainanensis,108.70304388888889,18.776699604406446
4169,Tylototriton pseudoverrucosus,,
4170,Tympanocryptis condaminensis,151.761159,-27.793622
4171,Tympanocryptis wilsoni,148.643889,-26.573611
4172,Typhaeus momus,-8.147872,39.083138
4173,Typhleotris madagascariensis,43.75,-24.05
4174,Typhlocaris galilea,35.55,32.87222
4175,Typhlopseudothelphusa mocinoi,-92.175,16.508333
4176,Typhlops proancylops,-72.34963,18.51667
4177,Typhlops syntherus,-71.34944372613036,17.833246393124263
4178,Typhlops titanops,-71.86667,18.23333
4179,Tytthoscincus biparietalis,120.779708,5.534383
4180,Uma inornata,-116.17880275805287,33.67506610184379
4181,Umma purpurea,,
4182,Unio abyssinicus,37.4075,11.6044
4183,Unio durieui,-10.0,33.0
4184,Uperodon mormoratus,74.185917,14.982374
4185,Uperodon palmatus,80.76667,6.96667
4186,Urocitellus brunneus,-116.9338,44.0782
4187,Urogymnus lobistoma,113.017,3.16667
4188,Urolophus orarius,137.95,-35.7167
4189,Uropeltis madurensis,76.933146,9.254498
4190,Uroplatus malahelo,46.783333,-25.079167
4191,Urosaurus auriculatus,-110.975611,18.790078
4192,Urothemis thomasi ssp. thomasi,,
4193,Vadonaria maxima,,
4194,Valenfriesia aenea,,
4195,Valenfriesia dalei,,
4196,Valenfriesia rufopicta,,
4197,Vallonia suevica,6.166156,49.966051
4198,Valvata mergella,-158.271389,67.1075
4199,Vandeleuria nilagirica,74.026026,15.487832
4200,Varanus auffenbergi,123.234537,-10.691191
4201,Varanus komodoensis,119.5,-8.6
4202,Varanus mabitang,122.454833,10.635873
4203,Varanus melinus,124.828368,-1.8206
4204,Varanus obor,,
4205,Vauriella albigularis,123.03828,9.850469
4206,Vernonia wollastoniana,,
4207,Vesperella maroccana,,
4208,Victaphanta compacta,143.8,-38.7
4209,Vieja hartwegi,-92.724444,16.5625
4210,Villosa fabalis,-85.891365,38.987274
4211,Vinodolia fiumana,,
4212,Vinodolia gluhodolica,,
4213,Vipera kaznakovi,40.104525,44.606519
4214,Vipera pontica,,
4215,Vitrea nadejdae,34.100951,44.524471
4216,Vitrea zilchi,18.1,42.6667
4217,Viverra megaspila,106.666657,10.75
4218,Voeltzkowia mira,46.31667,-15.71667
4219,Werneria preussi,9.11667,4.38333
4220,Wilfredomys oenax,-55.483334,-32.416668
4221,Woodworthia cf. brunnea,172.74779,-42.941022
4222,Xanthogramma aeginae,,
4223,Xanthophryne koynayensis,73.809998,17.23
4224,Xenicus gilviventris,167.7665,-44.803055
4225,Xenoophorus captivus,-100.808333,21.875
4226,Xenopirostris damii,-87.614952,41.853035
4227,Xenopoecilus poptae,120.75,-1.383333
4228,Xenopus itombwensis,23.690001,-3.36
4229,Xenosaurus newmanorum,-98.989998,21.385279
4230,Xenospiza baileyi,-104.766667,23.501667
4231,Xenotoca melanosoma,-103.524376,20.474971
4232,Xerocrassa montserratensis,1.9907,41.6656
4233,Xerogyra grovesiana,,
4234,Xerosecta adolfi,-2.16,36.82
4235,Xerospermophilus perotensis,0.0014843956350787046,0.00192741763543675
4236,Xerotricha pavida,,
4237,Xiphophorus andersi,-96.808333,19.0
4238,Xixuthrus ganglbaueri,,
4239,Xixuthrus terribilis,,
4240,Xyelodontophis uluguruensis,37.624537,-6.985928
4241,Yasuhikotakia sidthimunki,,
4242,Yunganastes bisignatus,-67.271231,-16.709742
4243,Yuriria alta,-102.998402,20.405177
4244,Yuriria chapalae,-102.778698,20.345815
4245,Zalophus wollebaeki,-90.73306,0.58306
4246,Zanda latirostris,115.839996,-32.060001
4247,Zapteryx brevirostris,-40.288802,-20.301091
4248,Zavattariornis stresemanni,41.0,9.0
4249,Zeuneriana amplipennis,19.509253,44.965865
4250,Zhangixalus arvalis,120.42,23.55
4251,Zimirina relegata,,
4252,Zonites graecus,,
4253,Zonites labiosus,,
4254,Zonites oertzeni,,
4255,Zoogoneticus quitzeoensis,-102.778698,20.345815
4256,Zoosphaerium arborealis,46.845,-22.2117
4257,Zoosphaerium tainkintana,49.616667,-13.255
4258,Zosterops flavus,107.0,-6.6667
4259,Zosterops saypani,,
4260,Zosterornis nigrorum,123.25,9.2667
4261,Zygogeomys trichopus,0.0,0.0
