taxonid_iucn,scientific_name,subspecies,rank,subpopulation,threatCategory,kingdom,phylum,class,order,family,genus,main_common_name,authority,published_year,assessment_date,category,criteria,population_trend,marine_system,freshwater_system,terrestrial_system,assessor,reviewer,aoo_km2,eoo_km2,elevation_upper,elevation_lower,depth_upper,depth_lower,errata_flag,errata_reason,amended_flag,amended_reason
117060599,Triops gadensis,,,,EN,ANIMALIA,ARTHROPODA,BRANCHIOPODA,NOTOSTRACA,TRIOPSIDAE,Triops,Tadpole shrimp,"Korn &amp; Garcia-de-Lomas, 2010",2020,2019-07-31,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",Unknown,False,True,False,"García de Lomas, J., Sala, J., Barrios, V., Prunier, F., Camacho, A., Machado, M., Alonso, M., Korn, M., Boix, D., Hortas, F., García, C., Serrano, L. & Muñoz, G.","Cumberlidge, N.",44,1171,26.0,4.0,,,,,,
117060633,Triops vicentinus,,,,EN,ANIMALIA,ARTHROPODA,BRANCHIOPODA,NOTOSTRACA,TRIOPSIDAE,Triops,Tadpole shrimp,"Korn, Machado, Cristo &amp; Cancela da Fonseca, 2010",2020,2019-07-31,EN,"B1ab(i,ii,iv)+2ab(i,ii,iv)",Unknown,False,True,False,"García de Lomas, J., Sala, J., Barrios, V., Prunier, F., Camacho, A., Machado, M., Alonso, M., Korn, M., Boix, D., Hortas, F., García, C., Serrano, L. & Muñoz, G.","Cumberlidge, N.",52,1031,148.0,70.0,,,,,,
47265552,Triplax castanea,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,EROTYLIDAE,Triplax,,"Peyerimhoff, 1925  ",2020,2013-07-24,EN,B2ab(iii),Unknown,False,False,True,"Dodelin, B.","Gerlach, J., Numa, C. & Baudoux, C.",,,,,,,,,True,"Correction of coded threats: logging and wood harvesting has unintentional effects on the species, rather than the species being intentionally used for this purpose."
157580,Triplax emgei,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,EROTYLIDAE,Triplax,,"Reitter, 1885",2020,2015-12-03,EN,B1ab(iii)+2ab(iii),Unknown,False,False,True,"Dodelin, B.","Gerlach, J., Numa, C. & Baudoux, C.",250-500,,,,,,,,True,"Correction of coded threats: logging and wood harvesting has unintentional effects on the species, rather than the species being intentionally used for this purpose."
156722271,Triplophysa coniptera,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,NEMACHEILIDAE,Triplophysa,,"(Turdakov, 1954)",2020,2020-03-03,EN,"B2ab(ii,iv,v)",Decreasing,False,True,False,"Mamilov, N.","Freyhof, J.",300,18056,500.0,1500.0,,,,,,
156721009,Triplophysa paradoxa,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,NEMACHEILIDAE,Triplophysa,Talas Stone Loach,"(Turdakov, 1955)",2020,2020-03-03,EN,"B2ab(i,ii,iv)",Decreasing,False,True,False,"Mamilov, N.","Freyhof, J. & Bogutskaya, N.",100,6052,1800.0,500.0,,,,,,
22728591,Trochalopteron ngoclinhense,,,,EN,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Trochalopteron,Golden-winged Laughingthrush,"(Eames, Le Trong Trai &amp; Nguyen Cu, 1999)",2018,2018-08-07,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",Decreasing,False,False,True,BirdLife International,"Hermes, C.",65,590,2200.0,1480.0,,,,,,
22715758,Trochalopteron yersini,,,,EN,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LEIOTRICHIDAE,Trochalopteron,Collared Laughingthrush,"Robinson &amp; Kloss, 1919",2017,2016-10-01,EN,"B1ab(i,ii,iii,iv,v)",Decreasing,False,False,True,BirdLife International,"Butchart, S.H.M. & Symes, A.",,2700,2440.0,1400.0,,,,,True,"Edited Geographic Range and Conservation Actions Information text, with a subsequent alteration to Important Conservation Actions Needed. Altered lower elevation limit. Added new Contributors and new Facilitator/Compiler. Added Taxonomic Note and associated reference."
22218,Trochidrobia inflata,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,TATEIDAE,Trochidrobia,,"Ponder, Hershler &amp; Jenkins, 1989",1996,1996-08-01,EN,A1ce,,False,True,False,"Ponder, W.F.",,,,,,,,,,,
195607,Trochomorpha albostriata,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ZONITIDAE,Trochomorpha,,"Mousson, 1870",2020,2011-08-22,EN,"B1ab(ii,iii)+2ab(ii,iii)",Unknown,False,False,True,"Barker, G.","Cowie, R., Triantis, K., García, N. & Pippard, H.",54,81,61.0,0.0,,,,,True,"Correction of coded threats: logging and wood harvesting has unintentional effects on the species, rather than the species being intentionally used for this purpose."
22256,Trochomorpha apia,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ZONITIDAE,Trochomorpha,,"(Hombron &amp; Jacquinot, 1852)",1996,1996-08-01,EN,A2ce,,False,False,True,Mollusc Specialist Group,,,,,,,,,,,
195618,Trochomorpha tavinniensis,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ZONITIDAE,Trochomorpha,,"(Garrett, 1872)",2020,2011-08-03,EN,"B1ab(ii,iii)+2ab(ii,iii)",Unknown,False,False,True,"Barker, G.","Cowie, R., Triantis, K., García, N. & Pippard, H.",30,436,920.0,,,,,,True,"Correction of coded threats: logging and wood harvesting has unintentional effects on the species, rather than the species being intentionally used for this purpose."
195619,Trochomorpha transarata,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ZONITIDAE,Trochomorpha,,"(Mousson, 1870)",2020,2011-08-03,EN,"B1ab(ii,iii)+2ab(ii,iii)",Unknown,False,False,True,"Barker, G.","Cowie, R., Triantis, K., García, N. & Pippard, H.",43,74,,,,,,,True,"Correction of coded threats: logging and wood harvesting has unintentional effects on the species, rather than the species being intentionally used for this purpose."
22107,Trochulus biconicus,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Trochulus,,"(Eder, 1917)",2011,2010-10-01,EN,"B1ab(ii,iii,iv)",Decreasing,False,False,True,"Rüetschi, J.","Neubert, E., Bilz, M. & Ward, J.",,100-4999,2575.0,2100.0,,,,,,
177529,Tropidonophis punctiventris,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Tropidonophis,Halmahera Keelback,"(Boettger, 1895)",2021,2019-08-07,EN,B1ab(iii),Unknown,False,True,True,"Iskandar, D. & Stubbs, A.","Bowles, P.",,4999,600.0,430.0,,,,,,
75606425,Tropidophis celiae,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TROPIDOPHIIDAE,Tropidophis,Canasi Trope,"Hedges, Estrada &amp; Diaz, 1999",2019,2016-12-12,EN,B1ab(iii),Unknown,False,False,True,"Fong, A.","Auliya, M.",,554.9,3.0,3.0,,,,,,
75606452,Tropidophis fuscus,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TROPIDOPHIIDAE,Tropidophis,Cuban Dusky Trope,"Hedges &amp; Garrido, 1992",2019,2016-11-30,EN,B1ab(iii),Unknown,False,False,True,"Fong, A.","Auliya, M.",,3056.0,1100.0,76.0,,,,,,
75606462,Tropidophis galacelidus,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TROPIDOPHIIDAE,Tropidophis,Pilsbry's Dwarf Boa,"Schwartz &amp; Garrido, 1975",2021,2016-11-30,EN,"B1ab(iii,v)",Unknown,False,False,True,"Fong, A.","Auliya, M.",,2533.6,930.0,75.0,,,,,,
75606519,Tropidophis hardyi,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TROPIDOPHIIDAE,Tropidophis,Blackbelly Dwarf Boa,"Schwartz &amp; Garrido, 1975",2021,2016-11-30,EN,B1ab(iii),Unknown,False,False,True,"Fong, A.","Auliya, M.",,1595.3,75.0,0.0,,,,,,
178429,Tropidophis hendersoni,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TROPIDOPHIIDAE,Tropidophis,Cuban Khaki Trope,"Hedges &amp; Garrido, 2002",2021,2016-11-30,EN,"B1ab(i,iii)",Unknown,False,False,True,"Fong, A.","Auliya, M.",,563.4-3000,20.0,0.0,,,,,,
75606528,Tropidophis jamaicensis,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TROPIDOPHIIDAE,Tropidophis,Jamaican Brown Trope,"Stull, 1928",2021,2015-07-21,EN,"B1ab(iii,v)",Decreasing,False,False,True,"Wilson, B.S. & Hedges, S.B.","Auliya, M.",,3013,682.0,19.0,,,,,,
75606559,Tropidophis nigriventris,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TROPIDOPHIIDAE,Tropidophis,Blackbelly Dwarf Boa,"Bailey, 1937",2019,2016-11-30,EN,B1ab(iii),Unknown,False,False,True,"Fong, A.","Auliya, M.",,3187.0,305.0,75.0,,,,,,
75606641,Tropidophis spiritus,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TROPIDOPHIIDAE,Tropidophis,Sancti Spiritus Trope,"Hedges &amp; Garrido, 1999",2019,2016-11-30,EN,B1ab(iii),Unknown,False,False,True,"Fong, A.","Auliya, M.",,1979.1,800.0,25.0,,,,,,
22339,Tropidophora articulata,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,POMATIIDAE,Tropidophora,,"(Gray, 1834)",1996,1996-08-01,EN,B1+2c,,False,False,True,Mollusc Specialist Group,,,,,,,,,,,
22340,Tropidophora deburghiae,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,POMATIIDAE,Tropidophora,,"Reeve, 1861",1996,1996-08-01,EN,B1+2c,,False,False,True,Mollusc Specialist Group,,,,,,,,,,,
168099,Tropidophora gardineri,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,POMATIIDAE,Tropidophora,,"Gerlach, 2006",2009,2006-01-11,EN,B2ab(iii),Decreasing,False,False,True,"Gerlach, J.","Miller, R.M., Pollock, C.M. & Seddon, M.B.",150,150,6.0,0.0,,,,,,
178648,Tropidophorus laotus,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Tropidophorus,Laotian Water Skink,"Smith, 1923",2021,2017-05-24,EN,B2ab(iii),Stable,False,True,True,"Sumontha, M., Phimmachak, S., Cota, M., Panitvong, N. & Stuart, B.L.","Bowles, P.",32-500,24000,700.0,250.0,,,,,,
178631,Tropidurus psammonastes,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TROPIDURIDAE,Tropidurus,,"Rodrigues, Kasahara &amp; Yonenaga-Yasuda, 1988",2021,2014-08-04,EN,B1ab(iii),Unknown,False,False,True,"Silveira, A.L., da Rocha, C., Nogueira, C. de C., Werneck, F., de Moura, G.J.B., Winck, G., Ribeiro Júnior, M.A., Kiefer, M., de Freitas, M.A., Hoogmoed, M.S., Tinôco, M.S.T., Valadão, R., Cardoso Vieira, R., Perez Maciel, R., Gomes Faria, R., Recoder, R., D'Ávila, R., Torquato da Silva, S., de Barcelos Ribeiro, S. & Avila-Pires, T.C.S.","Tognelli, M.F.",,1000-4500,,,,,,,,
54892,Truebella tothastes,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Truebella,,"Graybeal &amp; Cannatella, 1995",2018,2018-02-28,EN,B1ab(iii),Decreasing,False,False,True,IUCN SSC Amphibian Specialist Group,"Luedtke, J.",,280.34,2440.0,2200.0,,,,,,
22384,Truncatellina arcyensis,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,VERTIGINIDAE,Truncatellina,,"Klemm, 1943",2011,2011-03-13,EN,B1ab(iii)+2ab(iii),Unknown,False,False,True,"Gargominy, O.","Neubert, E. & Cuttelod, A.",24,110,,,,,,,,
189654,Tryonia diaboli,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,COCHLIOPIDAE,Tryonia,Devil Tryonia,"Pilsbry &amp; Ferriss, 1906",2012,2012-03-05,EN,B1ab(iii),Unknown,False,True,False,"Cordeiro, J. & Perez, K.","Bohm, M., Collen, B. & Seddon, M.",,1000-4000,,,,,,,,
135798,Tsingymantis antitra,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Tsingymantis,,"Glaw, Hoegg &amp; Vences, 2006",2020,2015-11-24,EN,B1ab(iii),Unknown,False,True,True,IUCN SSC Amphibian Specialist Group,"Stuart, S.N.",,322,117.0,50.0,,,,,True,"Correction of coded threats: logging and wood harvesting has unintentional effects on the species, rather than the species being intentionally used for this purpose."
10252,Tukutuku rakiurae,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPLODACTYLIDAE,Tukutuku,Harlequin Gecko,"(Thomas, 1981)",2019,2018-02-17,EN,B1ab(v)+2ab(v),Decreasing,False,False,True,"Hitchmough, R., van Winkel, D., Lettink, M. & Chapple, D.","Bowles, P.",128,425.5,,,,,,,,
22444,Tulotoma magnifica,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,VIVIPARIDAE,Tulotoma,Tulotoma,"(Conrad, 1834)",2000,2000-06-30,EN,B1+2c,,False,True,False,"Bogan, A.E. (Mollusc Specialist Group)","Bogan, A.E. & Seddon, M.B. (Mollusc Red List Authority)",,,,,,,,,,
22454,Tupaia nicobarica,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,SCANDENTIA,TUPAIIDAE,Tupaia,Nicobar Treeshrew,"(Zelebor, 1869)",2016,2016-07-11,EN,B1ab(iii),Decreasing,False,False,True,"Laginha Pinto Correia, D. & Kennerley, R.","Amori, G.",,1674,642.0,0.0,,,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,,
22708740,Turdus helleri,,,,EN,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,Taita Thrush,"(Mearns, 1913)",2021,2020-07-16,EN,"A2b; B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v); C2a(i)",Decreasing,False,False,True,BirdLife International,"Hermes, C.",20,130,2000.0,1200.0,,,,,,
58080969,Turinyphia cavernicola,,,,EN,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,LINYPHIIDAE,Turinyphia,Algar do Carvão Cave Spider,"Wunderlich, 2008",2021,2017-10-19,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",Decreasing,False,False,True,"Borges, P.A.V. & Cardoso, P.","Russell, N.",8,8,607.0,520.0,,,,,,
22725519,Turnix hottentottus,,,,EN,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,TURNICIDAE,Turnix,Fynbos Buttonquail,"Temminck, 1815",2019,2016-10-01,EN,C2a(i),Decreasing,False,False,True,BirdLife International,"Butchart, S.H.M. & Symes, A.",,125000,1800.0,,,,,,True,Updated map: Updated range according to Lee <em>et. al.</em> 2019. EOO updated.
22680572,Turnix olivii,,,,EN,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,TURNICIDAE,Turnix,Buff-breasted Buttonquail,"Robinson, 1900",2016,2016-10-01,EN,B2ac(ii),Unknown,False,False,True,BirdLife International,"Butchart, S.H.M. & Symes, A.",350,30200,500.0,,,,,,,
133714,Tursiops truncatus ssp. ponticus,ponticus,ssp.,,EN,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Tursiops,Black Sea Bottlenose Dolphin,"Barabash-Nikiforov, 1940",2012,2008-07-01,EN,A2cde,Unknown,True,False,False,"Birkun, A.","Brownell Jr., R.L. & Crespo, E.",,,,,,,,,,
181901,Tylochromis microdon,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Tylochromis,,"Regan, 1920",2010,2009-02-16,EN,B1ab(v),Unknown,False,True,False,"Moelants, T.","Brummett, R., Mbe Tawe, A.N., Dening Touokong, C., Reid, G.M., Snoeks, J. Staissny, M., Moelants, T., Mamonekene, V., Ndodet, B., Ifuta, S.N.B., Chilala, A., Monsembula, R., Ibala Zamba, A., Opoye Itoua, O., Pouomogne, V., Darwall, W. & Smith, K.",,,,,,,,,,
109686008,Tylomelania amphiderita,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PACHYCHILIDAE,Tylomelania,,"Rintelen, Bouchet &amp; Glaubrecht, 2007",2019,2018-07-09,EN,A3e; B1ab(iii)+2ab(iii),Unknown,False,True,False,"Rintelen, T.","Sayer, C.",52,264,,,,,,,,
109686316,Tylomelania gemmifera,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PACHYCHILIDAE,Tylomelania,,"(Sarasin &amp; Sarasin, 1897)",2019,2018-07-09,EN,"A2e+3e; B1ab(iii,v)+2ab(iii,v)",Decreasing,False,True,False,"Rintelen, T.","Sayer, C.",96,326,,,,,,,,
109689542,Tylomelania kristinae,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PACHYCHILIDAE,Tylomelania,,"Rintelen, Bouchet &amp; Glaubrecht, 2007",2019,2018-06-03,EN,A3e; B1ab(iii)+2ab(iii),Unknown,False,True,False,"Rintelen, T.","Sayer, C.",36,168,,,,,,,,
109690031,Tylomelania lalemae,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PACHYCHILIDAE,Tylomelania,,"(Kruimel, 1913)",2019,2018-06-03,EN,A3e; B1ab(iii)+2ab(iii),Unknown,False,True,False,"Rintelen, T.","Sayer, C.",32,265,,,0.0,0.5,,,,
109690706,Tylomelania marwotoae,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PACHYCHILIDAE,Tylomelania,,"Rintelen, Bouchet &amp; Glaubrecht, 2007",2019,2018-07-10,EN,A3e; B1ab(iii)+2ab(iii),Unknown,False,True,False,"Rintelen, T.","Sayer, C.",56,341,,,,,,,,
109690974,Tylomelania matannensis,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PACHYCHILIDAE,Tylomelania,,"Rintelen, Bouchet &amp; Glaubrecht, 2007",2019,2018-07-09,EN,A2ae+3e; B1ab(iii)+2ab(iii),Decreasing,False,True,False,"Rintelen, T.","Sayer, C.",60,141,,,,,,,,
109691469,Tylomelania palicolarum,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PACHYCHILIDAE,Tylomelania,,"(Sarasin &amp; Sarasin, 1897)",2019,2018-07-10,EN,A3e; B1ab(iii)+2ab(iii),Unknown,False,True,False,"Rintelen, T.","Sayer, C.",48,824,,,,,,,,
109691605,Tylomelania patriarchalis,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PACHYCHILIDAE,Tylomelania,,"(Sarasin &amp; Sarasin, 1897)",2019,2018-07-09,EN,A2ae+3e; B1ab(iii)+2ab(iii),Decreasing,False,True,False,"Rintelen, T.","Sayer, C.",80,184,,,,,,,,
109691744,Tylomelania sarasinorum,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PACHYCHILIDAE,Tylomelania,,"(Kruimel, 1913)",2019,2018-06-03,EN,A3e; B1ab(iii)+2ab(iii),Unknown,False,True,False,"Rintelen, T.","Sayer, C.",120,521,,,,,,,,
109723647,Tylomelania towutensis,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PACHYCHILIDAE,Tylomelania,,"(Sarasin &amp; Sarasin, 1897) ",2019,2018-07-03,EN,A3e; B1ab(iii)+2ab(iii),Unknown,False,True,False,"Rintelen, T.","Sayer, C.",156,746,,,,,,,,
109723718,Tylomelania towutica,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PACHYCHILIDAE,Tylomelania,,"(Kruimel, 1913)",2019,2018-07-03,EN,A3e; B1ab(iii)+2ab(iii),Unknown,False,True,False,"Rintelen, T.","Sayer, C.",152,584,,,,,,,,
196463,Tylorida mornensis,,,,EN,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,TETRAGNATHIDAE,Tylorida,,"(Benoit, 1978)",2014,2012-12-01,EN,B1ab(iii)+2ab(iii),Unknown,False,False,True,"Gerlach, J.","Marusik, Y.",20,300,500.0,0.0,,,,,,
78586683,Tylototriton dabienicus,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Tylototriton,Dabie Knobby Newt,"Chen, Wang &amp; Tao, 2010 ",2020,2019-06-21,EN,B1ab(iii),Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,2883,767.0,698.0,,,,,,
59483,Tylototriton hainanensis,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Tylototriton,Hainan Knobby Newt,"Fei, Ye &amp; Yang, 1984",2021,2019-06-18,EN,"B1ab(iii,v)",Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,3117,1100.0,770.0,,,,,,
78586709,Tylototriton liuyangensis,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Tylototriton,,"Yang, Jiang, Shen &amp; Fei, 2014 ",2020,2019-06-19,EN,D,Stable,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,2479,1400.0,600.0,,,,,,
78587007,Tylototriton pseudoverrucosus,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Tylototriton,Southern Sichuan Crocodile Newt,"Hou, Gu, Zhang, Zeng &amp; Lu, 2012 ",2020,2019-06-20,EN,B1ab(iii),Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,389,2800.0,2300.0,,,,,,
78587030,Tylototriton yangi,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Tylototriton,Tiannan Crocodile Newt,"Hou, Zhang, Zhou, Li &amp; Lu, 2012 ",2020,2019-06-20,EN,A4acd,Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,15946,1800.0,1200.0,,,,,,
83494956,Tympanocryptis condaminensis,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,AGAMIDAE,Tympanocryptis,Condamine Earless Dragon,"Melville, Smith, Hobson, Hunjan &amp; Shoo, 2014",2017,2017-06-15,EN,"B1ab(ii,iii)",Decreasing,False,False,True,"Melville, J., Hutchinson, M., Wilson, S., Hobson, R. & Venz, M.","Bowles, P.",,3219,,,,,,,,
22579,Tympanocryptis pinguicolla,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,AGAMIDAE,Tympanocryptis,Grassland Earless Dragon,"Mitchell, 1948",2018,2017-06-14,EN,"B2ab(ii,iii,v)",Decreasing,False,False,True,"Melville, J., Hutchinson, M., Clemann, N., Robertson, P. & Michael, D.","Bowles, P.",499,,,,,,,,,
83495150,Tympanocryptis wilsoni,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,AGAMIDAE,Tympanocryptis,Roma Earless Dragon,"Melville, Smith, Hobson, Hunjan &amp; Shoo, 2014",2017,2017-06-15,EN,"B1ab(ii,iii)",Unknown,False,False,True,"Melville, J., Wilson, S. & Hobson, R.","Bowles, P.",1619,1820,,,,,,,,
40723,Typhaeus hiostius,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,GEOTRUPIDAE,Typhaeus,,"Gene, 1836",2015,2014-07-24,EN,B2ab(iii),Decreasing,False,False,True,"Tonelli, M., Dellacasa, M., Verdú, J.R. & Ruiz, J.","Gerlach, J. & Numa, C.",300,19526.746,850.0,0.0,,,,,,
47417187,Typhaeus momus,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,GEOTRUPIDAE,Typhaeus,,"(Olivier, 1789)",2015,2014-07-24,EN,B2ab(iii),Decreasing,False,False,True,"Verdú, J.R., Lumaret, J.P. & Ruiz, J.","Gerlach, J. & Numa, C.",320,66556,200.0,0.0,,,,,,
44979569,Typhlacontias kataviensis,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Typhlacontias,,"Broadley, 2006",2014,2014-01-29,EN,B2ab(iii),Unknown,False,False,True,"Wagner, P. & Branch, W.R.","Bowles, P.",499,,850.0,850.0,,,,,,
22595,Typhleotris madagascariensis,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ELEOTRIDAE,Typhleotris,,"Petit, 1933",2016,2016-05-14,EN,B1ab(iii),Unknown,False,True,False,"FishBase team RMCA & Sparks, J.S.","Raminosoa, N., Rasoloariniaina, R, Ravelomanana, T. & Velosoa, J.",,300,10.0,0.0,,,,,,
197640,Typhlocaris ayyaloni,,,,EN,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,TYPHLOCARIDIDAE,Typhlocaris,,"Tsurnamal, 2008",2013,2012-07-16,EN,"B1ab(ii,iii)",Unknown,False,True,False,"De Grave, S.","Cumberlidge, N. & Smith, K.",,,,,,,,,,
197911,Typhlocaris galilea,,,,EN,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,TYPHLOCARIDIDAE,Typhlocaris,,"Calman, 1909",2013,2012-07-16,EN,B1ab(iii)+2ab(iii),Unknown,False,True,False,"De Grave, S.","Cumberlidge, N. & Smith, K.",,,,,,,,,,
178453,Typhlops capitulatus,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TYPHLOPIDAE,Typhlops,Haitian Pale-Lipped Blindsnake,"Richmond, 1964",2016,2015-07-22,EN,B1ab(iii),Unknown,False,False,True,"Powell, R., Wallach, V., Landestoy, M., Hedges, B. & Inchaustegui, S.","Bowles, P.",,4524,881.0,19.0,,,,,,
134637,Typhlopseudothelphusa mocinoi,,,,EN,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PSEUDOTHELPHUSIDAE,Typhlopseudothelphusa,,"Rioja, 1952",2008,2008-01-01,EN,B1ab(iii)+2ab(iii),Unknown,False,True,True,"Cumberlidge, N.","Magalhae, C. & Alvarez, F. and McIvor, A.",,,,,,,,,,
75607309,Typhlops gonavensis,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TYPHLOPIDAE,Typhlops,Gonave Island Worm Snake,"Richmond, 1964",2016,2015-07-22,EN,B1ab(iii),Unknown,False,False,True,"Landestoy, M., Inchaustegui, S. & Hedges, B.","Bowles, P.",,360,472.0,8.0,,,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,,
75607403,Typhlops proancylops,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TYPHLOPIDAE,Typhlops,La Selle Blindsnake,"Thomas &amp; Hedges, 2007",2017,2015-07-22,EN,B1ab(iii),Unknown,False,False,True,"Inchaustegui, S., Landestoy, M. & Hedges, S.B.","Bowles, P.",,2916,600.0,300.0,,,,,,
75607450,Typhlops sylleptor,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TYPHLOPIDAE,Typhlops,Pestel Blindsnake,"Thomas &amp; Hedges, 2007",2016,2015-07-22,EN,B1ab(iii),Decreasing,False,False,True,"Hedges, B., Inchaustegui, S. & Landestoy, M.","Bowles, P.",,144,420.0,375.0,,,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,,
