taxonid_iucn,scientific_name,subspecies,rank,subpopulation,threatCategory
4592,Cheilinus undulatus,,,,EN
39231,Cheilolejeunea cedercreutzii,,,,EN
149164551,Cheilosia alba,,,,EN
149164504,Cheilosia alpestris,,,,EN
149164483,Cheilosia andalusiaca,,,,EN
149164462,Cheilosia aristata,,,,EN
149164452,Cheilosia balkana,,,,EN
149164442,Cheilosia barbafacies,,,,EN
149164432,Cheilosia beckeri,,,,EN
149164349,Cheilosia clama,,,,EN
149164339,Cheilosia clausseni,,,,EN
149164329,Cheilosia crassiseta,,,,EN
149164286,Cheilosia faucis,,,,EN
149164255,Cheilosia gagatea,,,,EN
149164245,Cheilosia griseifacies,,,,EN
149164225,Cheilosia herculana,,,,EN
149164215,Cheilosia hercyniae,,,,EN
149164184,Cheilosia iberica,,,,EN
149164153,Cheilosia impudens,,,,EN
149164143,Cheilosia ingerae,,,,EN
149164133,Cheilosia insignis,,,,EN
149164113,Cheilosia kerteszi,,,,EN
149164093,Cheilosia laeviseta,,,,EN
149164083,Cheilosia laeviventris,,,,EN
149164053,Cheilosia latigenis,,,,EN
149164043,Cheilosia lenta,,,,EN
149164033,Cheilosia limbicornis,,,,EN
149167337,Cheilosia loewi,,,,EN
149163995,Cheilosia lucense,,,,EN
149163975,Cheilosia montana,,,,EN
149167289,Cheilosia morio,,,,EN
149167246,Cheilosia nivalis,,,,EN
149163882,Cheilosia pedemontana,,,,EN
149167226,Cheilosia pedestris,,,,EN
149167184,Cheilosia pilifer,,,,EN
149163589,Cheilosia pini,,,,EN
149170510,Cheilosia thessala,,,,EN
149163569,Cheilosia tonsa,,,,EN
149163548,Cheilosia vangaveri,,,,EN
149163510,Cheilosia venosa,,,,EN
149165649,Cheilosia vujici,,,,EN
58082591,Cheiracanthium jorgeense,,,,EN
33564,Cheirodendron dominii,,,,EN
91158071,Cheirodendron fauriei,,,,EN
30773,Cheirodendron forbesii,,,,EN
91115022,Cheirodendron platyphyllum,,,,EN
91115100,Cheirodendron platyphyllum subsp. kauaiense,kauaiense,subsp.,,EN
91115048,Cheirodendron platyphyllum subsp. platyphyllum,platyphyllum,subsp.,,EN
91158368,Cheirodendron trigynum subsp. helleri,helleri,subsp.,,EN
163021607,Cheirogaleus andysabini,,,,EN
163022131,Cheirogaleus lavasoensis,,,,EN
163020756,Cheirogaleus shethi,,,,EN
163022885,Cheirogaleus thomasi,,,,EN
165224,Cheirolophus falcisectus,,,,EN
161998,Cheirolophus ghomerythus,,,,EN
161882,Cheirolophus junonianus,,,,EN
161930,Cheirolophus massonianus,,,,EN
87585316,Cheirostylis divina var. ochyrae,ochyrae,var.,,EN
46644,Cheirostylis inabai,,,,EN
54143047,Cheirotonus jambar,,,,EN
4615,Chelonia mydas,,,,EN
193734,Chelonodon pleurospilus,,,,EN
9019,Chelonoidis chathamensis,,,,EN
9025,Chelonoidis microphyes,,,,EN
9028,Chelonoidis vicina,,,,EN
153610,Cherax pallidus,,,,EN
169976802,Cherbezatina integra,,,,EN
169976836,Cherbezatina margiciliata,,,,EN
169929797,Cherbezatina micropunctata,,,,EN
169977385,Cherbezatina oblongula,,,,EN
169929854,Cherbezatina pinguis,,,,EN
169976923,Cherbezatina squamulosa,,,,EN
141047658,Cherleria rupestris,,,,EN
170521,Chersobius boulengeri,,,,EN
10241,Chersobius signatus,,,,EN
63742,Chersodromus rubriventris,,,,EN
4626,Chetia brevis,,,,EN
182208,Chetia mola,,,,EN
35365,Chiangiodendron mexicanum,,,,EN
57753,Chiasmocleis lacrimae,,,,EN
7829,Chilabothrus granti,,,,EN
162923732,Chilabothrus schwartzi,,,,EN
4628,Chilatherina axelrodi,,,,EN
4629,Chilatherina bleheri,,,,EN
161080305,Chilatherina pagwiensis,,,,EN
60799,Chiloglanis asymetricaudalis,,,,EN
151804190,Chiloglanis dialloi,,,,EN
151804100,Chiloglanis kabaensis,,,,EN
151803898,Chiloglanis kolente,,,,EN
151804244,Chiloglanis loffabrevum,,,,EN
151804330,Chiloglanis longibarbis,,,,EN
162471391,Chiloglanis mongoensis,,,,EN
182767,Chiloglanis niger,,,,EN
181658,Chiloglanis normani,,,,EN
151804407,Chiloglanis nzerekore,,,,EN
151804366,Chiloglanis pezoldi,,,,EN
182864,Chiloglanis polyodon,,,,EN
151804452,Chiloglanis tweddlei,,,,EN
161557,Chiloscyllium hasselti,,,,EN
121933032,Chimarrhis ekmanii,,,,EN
4648,Chimarrogale phaeura,,,,EN
46120,Chimborazoa lachnocarpa,,,,EN
190552041,Chinchaysuyoa ortegai,,,,EN
4651,Chinchilla chinchilla,,,,EN
4652,Chinchilla lanigera,,,,EN
126611981,Chiococca sessilifolia,,,,EN
33779,Chionanthus adamsii,,,,EN
137490665,Chionanthus balgooyanus,,,,EN
169042598,Chionanthus beccarii,,,,EN
63001,Chionanthus caymanensis,,,,EN
34314,Chionanthus caymanensis var. longipetala,longipetala,var.,,EN
38826,Chionanthus leprocarpa var. courtallensis,courtallensis,var.,,EN
38827,Chionanthus linocieroides,,,,EN
153520923,Chionanthus luzonicus,,,,EN
180218817,Chionanthus parviflorus,,,,EN
137490771,Chionanthus polycephalus,,,,EN
169042697,Chionanthus stenurus,,,,EN
178352,Chioninia vaillantii,,,,EN
89187170,Chirixalus trilaksonoi,,,,EN
4665,Chiroderma improvisum,,,,EN
39956,Chiropotes satanas,,,,EN
59223,Chiropterotriton chondrostega,,,,EN
59227,Chiropterotriton magnipes,,,,EN
182502587,Chiropterotriton melipona,,,,EN
78458778,Chiropterotriton miquihuanus,,,,EN
87738776,Chiropterotriton multidentatus,,,,EN
169391,Chirostoma attenuatum,,,,EN
191151,Chirostoma estor,,,,EN
191163,Chirostoma lucius,,,,EN
191178,Chirostoma mezquital,,,,EN
169387,Chirostoma promelas,,,,EN
191188,Chirostoma sphyraena,,,,EN
153521387,Chisocheton cauliflorus,,,,EN
137476348,Chisocheton crustularii,,,,EN
142765925,Chisocheton gliroides,,,,EN
4696,Chitra indica,,,,EN
129871883,Chlamydacanthus euphorbioides,,,,EN
40088,Chlamydephorus purcelli,,,,EN
200665,Chlamydocardia subrhomboidea,,,,EN
110075779,Chlamydophytum aphyllum,,,,EN
22694750,Chlidonias albostriatus,,,,EN
22712873,Chlorocichla prigoginei,,,,EN
59850,Chlorocypha schmidti,,,,EN
4728,Chlorogomphus brunneus ssp. brunneus,brunneus,ssp.,,EN
139344457,Chlorogomphus canhvang,,,,EN
4727,Chlorogomphus okinawensis,,,,EN
4731,Chlorolestes apricans,,,,EN
164660780,Chloroleucon sempervivum,,,,EN
22707678,Chlorophoneus kupeensis,,,,EN
110095384,Chlorophytum altum,,,,EN
110097332,Chlorophytum benuense,,,,EN
70463513,Chlorophytum burundiense,,,,EN
97241750,Chlorophytum cameronii var. ruziziense,ruziziense,var.,,EN
110095444,Chlorophytum camporum,,,,EN
179592,Chlorophytum goetzei,,,,EN
97241768,Chlorophytum hirsutum,,,,EN
147862317,Chlorophytum serpens,,,,EN
44901,Chlorophytum sp. nov.,,,,EN
110095675,Chlorophytum staudtii,,,,EN
103775551,Chloropsis cochinchinensis,,,,EN
22732267,Chloropsis media,,,,EN
22704950,Chloropsis sonnerati,,,,EN
42988,Chlorospatha besseae,,,,EN
42990,Chlorospatha cutucuensis,,,,EN
172817937,Chlorovibrissea chilensis,,,,EN
128654222,Chloroxylon falcatum,,,,EN
57664,Choerophryne gudrunae,,,,EN
10032,Choeropsis liberiensis,,,,EN
126612091,Chomelia brachypoda,,,,EN
126612114,Chomelia breedlovei,,,,EN
149335703,Chomelia caurensis,,,,EN
128243075,Chomelia chiquitensis,,,,EN
126612123,Chomelia crassifolia,,,,EN
163479728,Chomelia estrellana,,,,EN
180246896,Chomelia randioides,,,,EN
61366,Chondrostoma beysehirense,,,,EN
61360,Chondrostoma fahirae,,,,EN
60753,Chondrostoma kinzelbachi,,,,EN
4790,Chondrostoma phoxinus,,,,EN
4794,Chondrostoma soetta,,,,EN
69637992,Chorthippus ferdinandi,,,,EN
16084567,Chorthippus nevadensis,,,,EN
16757660,Chorthippus relicticus,,,,EN
15039196,Chortopodisma cobellii,,,,EN
70102506,Chouxia bijugata,,,,EN
68501324,Chouxia macrophylla,,,,EN
70102510,Chouxia mollis,,,,EN
191121559,Christiana macrodon,,,,EN
182854,Chromidotilapia cavalliensis,,,,EN
181634,Chromidotilapia linkei,,,,EN
19673919,Chromomastax jagoi,,,,EN
17064,Chrosomus cumberlandensis,,,,EN
202069,Chrosomus saylori,,,,EN
4806,Chrotogale owstoni,,,,EN
182824,Chrysichthys aluuensis,,,,EN
181600,Chrysichthys levequei,,,,EN
56093,Chrysobatrachus cupreonitens,,,,EN
170256,Chrysoblephus gibbiceps,,,,EN
162837891,Chrysochlamys goudotii,,,,EN
97242474,Chrysochloa hubbardiana,,,,EN
22726579,Chrysocolaptes erythrocephalus,,,,EN
22726572,Chrysocolaptes xanthocephalus,,,,EN
91161449,Chrysodracon aurea,,,,EN
31363,Chrysodracon fernaldii,,,,EN
33584,Chrysodracon forbesii,,,,EN
33586,Chrysodracon hawaiiensis,,,,EN
149165436,Chrysogaster rondanii,,,,EN
103636217,Chrysomallon squamiferum,,,,EN
35377,Chrysophyllum imperiale,,,,EN
35380,Chrysophyllum lanatum,,,,EN
35394,Chrysophyllum subspinosum,,,,EN
180260480,Chrysophyllum wilsonii,,,,EN
17840,Chrysoritis aureus,,,,EN
17844,Chrysoritis rileyi,,,,EN
4828,Chrysospalax trevelyani,,,,EN
46597,Chuniophoenix hainanensis,,,,EN
43149,Chuquiraga arcuata,,,,EN
162141271,Chusquea costaricensis,,,,EN
162141489,Chusquea talamancensis,,,,EN
116125981,Chytranthus ellipticus,,,,EN
91168785,Cibotium nealiae,,,,EN
98066922,Cicer bijugum,,,,EN
165246,Cicer canariense,,,,EN
176608,Cicer graecum,,,,EN
64791096,Cichlasoma gephyrum,,,,EN
103880486,Cichlopsis leucogenys,,,,EN
4846,Cicindela columbica,,,,EN
4855,Cicindela puritana,,,,EN
22697695,Ciconia boyciana,,,,EN
22697685,Ciconia stormi,,,,EN
46008,Cinchona mutisii,,,,EN
116137797,Cincinnobotrys felicis,,,,EN
202777,Cincinnobotrys letouzeyi,,,,EN
39588,Cineraria longipes,,,,EN
153113005,Cinnadenia liyuyingii,,,,EN
177818776,Cinnamodendron axillare,,,,EN
32959,Cinnamodendron cubense,,,,EN
145300152,Cinnamomum anacardium,,,,EN
145300650,Cinnamomum arfakense,,,,EN
35937,Cinnamomum balansae,,,,EN
145301651,Cinnamomum birmanicum,,,,EN
145301815,Cinnamomum bladenense,,,,EN
31266,Cinnamomum brevipedunculatum,,,,EN
178344793,Cinnamomum calciphilum,,,,EN
145303941,Cinnamomum cebuense,,,,EN
32553,Cinnamomum citriodorum,,,,EN
145304835,Cinnamomum crenulicupulum,,,,EN
145304923,Cinnamomum culilaban,,,,EN
145307776,Cinnamomum ebaloi,,,,EN
145308081,Cinnamomum ellipticifolium,,,,EN
38779,Cinnamomum filipedicellatum,,,,EN
142766201,Cinnamomum frodinii,,,,EN
123844196,Cinnamomum gamblei,,,,EN
38780,Cinnamomum goaense,,,,EN
176125192,Cinnamomum hatschbachii,,,,EN
145309496,Cinnamomum helferi,,,,EN
38781,Cinnamomum heyneanum,,,,EN
35146,Cinnamomum kanehirae,,,,EN
145310541,Cinnamomum keralaense,,,,EN
178344976,Cinnamomum kerangas,,,,EN
136620615,Cinnamomum kinabaluense,,,,EN
145310735,Cinnamomum kunstleri,,,,EN
145338044,Cinnamomum lucens,,,,EN
32391,Cinnamomum mairei,,,,EN
142766545,Cinnamomum melliodorum,,,,EN
145338616,Cinnamomum mendozae,,,,EN
145338841,Cinnamomum myrianthum,,,,EN
145339587,Cinnamomum nanophyllum,,,,EN
145340206,Cinnamomum panayense,,,,EN
178345121,Cinnamomum percoriaceum,,,,EN
31225,Cinnamomum perrottetii,,,,EN
145341719,Cinnamomum pilosum,,,,EN
145342096,Cinnamomum polderi,,,,EN
145342410,Cinnamomum porphyrospermum,,,,EN
145342606,Cinnamomum puberulum,,,,EN
31226,Cinnamomum riparium,,,,EN
38045,Cinnamomum rivulorum,,,,EN
145343208,Cinnamomum rosiflorum,,,,EN
145343777,Cinnamomum rupestre,,,,EN
145343961,Cinnamomum sandkuhlii,,,,EN
162018841,Cinnamomum soegengii,,,,EN
145403328,Cinnamomum subaveniopsis,,,,EN
145403487,Cinnamomum sulavesianum,,,,EN
145404578,Cinnamomum tavoyanum,,,,EN
142766706,Cinnamomum vacciniifolium,,,,EN
50126581,Cinnamomum wightii,,,,EN
22717931,Cinnyris loveridgei,,,,EN
168211,Cipangopaludina dianchiensis,,,,EN
40879,Cipocereus crassisepalus,,,,EN
40878,Cipocereus laniflorus,,,,EN
22695368,Circus macrosceles,,,,EN
22728310,Circus maillardi,,,,EN
22695379,Circus maurus,,,,EN
163337,Cirroctopus hochbergi,,,,EN
200063,Cirsium albowianum,,,,EN
200072,Cirsium czerkessicum,,,,EN
153746218,Cirsium vinaceum,,,,EN
85120009,Cissus leucophlea,,,,EN
22711366,Cistothorus apolinari,,,,EN
161857,Cistus chinamadensis,,,,EN
126774230,Citharexylum crassifolium,,,,EN
126774351,Citharexylum hintonii,,,,EN
126774354,Citharexylum kerberi,,,,EN
122227245,Citharexylum stenophyllum,,,,EN
126774371,Citharexylum steyermarkii,,,,EN
169482170,Citharexylum vallense,,,,EN
138012742,Citropsis gilletiana,,,,EN
97217487,Cixius azofloresi,,,,EN
97217787,Cixius azomariae,,,,EN
97217920,Cixius azopicavus,,,,EN
133142,Cladocora caespitosa,,,,EN
39233,Cladolejeunea aberrans,,,,EN
80702853,Cladonia appalachiensis,,,,EN
43994,Cladonia perforata,,,,EN
183335302,Cladonia submitis,,,,EN
142767026,Claoxylon carrii,,,,EN
137507242,Claoxylon decaryanum,,,,EN
142767740,Claoxylon porphyrostemon,,,,EN
162018464,Claoxylon praetermissum,,,,EN
70102328,Claoxylopsis andapensis,,,,EN
60770,Clariallabes mutsindoziensis,,,,EN
91226506,Clarias kapuasensis,,,,EN
168255,Clarias magur,,,,EN
91226527,Clarias microspilus,,,,EN
91226655,Clarias pseudonieuhofii,,,,EN
149165606,Claussenia hispanica,,,,EN
75720773,Claustula fischeri,,,,EN
169502523,Clavija cauliflora,,,,EN
169502552,Clavija grandis,,,,EN
169502619,Clavija killipii,,,,EN
33001,Cleidiocarpon laurinum,,,,EN
35198,Cleidion lochmios,,,,EN
35199,Cleidion marginatum,,,,EN
35200,Cleidion veillonii,,,,EN
115534620,Cleidion velutinum,,,,EN
153522129,Cleistanthus angustifolius,,,,EN
137732917,Cleistanthus capuronii,,,,EN
137584478,Cleistanthus duvipermaniorum,,,,EN
153522160,Cleistanthus pilosus,,,,EN
153522182,Cleistanthus robinsonii,,,,EN
190824326,Cleistanthus salicifolius,,,,EN
128189375,Cleistanthus suarezensis,,,,EN
38760,Cleistanthus travancorensis,,,,EN
142768622,Cleistanthus xanthopus,,,,EN
152551,Cleistocactus jajoanus,,,,EN
152129,Cleistocactus longiserpens,,,,EN
151862,Cleistocactus sulcifer,,,,EN
151756,Cleistocactus winteri,,,,EN
4968,Clemmys guttata,,,,EN
88507968,Cleome augustinensis,,,,EN
184644,Cleopatra athiensis,,,,EN
184562,Cleopatra mweruensis,,,,EN
184643,Cleopatra pilula,,,,EN
184504,Cleopatra rugosa,,,,EN
22714282,Cleptornis marchei,,,,EN
34054,Clermontia arborescens subsp. arborescens,arborescens,subsp.,,EN
44124,Clermontia calophylla,,,,EN
30912,Clermontia drepanomorpha,,,,EN
30913,Clermontia lindseyana,,,,EN
44156,Clermontia samuelii,,,,EN
30768,Clermontia tuberculata,,,,EN
44125,Clermontia waimeae,,,,EN
128249219,Clerodendrum eucalycinum,,,,EN
128249236,Clerodendrum kauderni,,,,EN
164111229,Clerodendrum laciniatum,,,,EN
164940891,Clerodendrum multibracteatum,,,,EN
177942401,Clerodendrum smitinandii,,,,EN
154161865,Clerodendrum tomentellum,,,,EN
126300261,Clethra chiapensis,,,,EN
126300270,Clethra conzattiana,,,,EN
126300273,Clethra fragrans,,,,EN
126300288,Clethra hirsutovillosa,,,,EN
126300331,Clethra luzmariae,,,,EN
126300376,Clethra purpusii,,,,EN
149309347,Clethra skutchii,,,,EN
149469341,Clethra talamancana,,,,EN
36160,Cleyera cernua,,,,EN
33657,Cleyera japonica var. grandiflora,grandiflora,var.,,EN
30385,Clianthus puniceus,,,,EN
43156,Clibadium rhytidophyllum,,,,EN
43159,Clibadium websteri,,,,EN
45698,Clidemia ablusa,,,,EN
45701,Clidemia campii,,,,EN
33838,Clidemia crossosepala var. adamsii,adamsii,var.,,EN
45703,Clidemia cutucuensis,,,,EN
203574,Clinopodium libanoticum,,,,EN
95440164,Clinopodium nummulariifolium,,,,EN
38458,Clinosperma lanuginosa,,,,EN
38476,Clinostigma samoense,,,,EN
178999,Clinus latipennis,,,,EN
4982,Clinus spatulatus,,,,EN
45217,Clitoria brachystegia,,,,EN
177879742,Cloezia artensis var. riparia,riparia,var.,,EN
171132260,Cloezia deplanchei,,,,EN
68501386,Cloiselia madagascariensis,,,,EN
196138,Clubiona mahensis,,,,EN
196139,Clubiona nigrimaculosa,,,,EN
98471289,Clupeonella engrauliformis,,,,EN
98471433,Clupeonella grimmi,,,,EN
98471539,Clupeonella muhlisi,,,,EN
115943149,Clusia aripoensis,,,,EN
189616298,Clusia burchellii,,,,EN
162838319,Clusia caicedoi,,,,EN
191027503,Clusia calimae,,,,EN
163468542,Clusia diamantina,,,,EN
33836,Clusia havetioides var. pauciflora,pauciflora,var.,,EN
169871195,Clusia kanukuana,,,,EN
148011128,Clusia mirandensis,,,,EN
169871266,Clusia modesta,,,,EN
169871281,Clusia mutica,,,,EN
169871477,Clusia parvifolia,,,,EN
180932446,Clusia plumieri,,,,EN
45106,Clusia plurivalvis,,,,EN
164659087,Clusia polyandra,,,,EN
163477228,Clusia riedeliana,,,,EN
177516883,Clusia sandiensis,,,,EN
148039108,Clusia steyermarkii,,,,EN
169871991,Clusia stylosa,,,,EN
115943201,Clusia tocuchensis,,,,EN
109200281,Clutia kamerunica,,,,EN
22701358,Clytoctantes alixii,,,,EN
22734762,Clytorhynchus sanctaecrucis,,,,EN
104681745,Cnemaspis alantika,,,,EN
197241,Cnemaspis alwisi,,,,EN
127937731,Cnemaspis flaviventralis,,,,EN
172636,Cnemaspis goaensis,,,,EN
197237,Cnemaspis kallima,,,,EN
178710,Cnemaspis kandiana,,,,EN
157679001,Cnemaspis kivulegedarai,,,,EN
197236,Cnemaspis kumarasinghei,,,,EN
197233,Cnemaspis molligodai,,,,EN
104683709,Cnemaspis neangthyi,,,,EN
104683759,Cnemaspis niyomwanae,,,,EN
203834,Cnemaspis occidentalis,,,,EN
97210381,Cnemaspis psychedelica,,,,EN
197230,Cnemaspis pulchra,,,,EN
197229,Cnemaspis punctata,,,,EN
172648,Cnemaspis wynadensis,,,,EN
172679,Cnemaspis yercaudensis,,,,EN
22722611,Cnemathraupis aureodorsalis,,,,EN
37377,Cnesmocarpon dentata,,,,EN
110080413,Cnestis macrophylla,,,,EN
126300541,Cnidoscolus autlanensis,,,,EN
31637,Cnidoscolus matosii,,,,EN
126300577,Cnidoscolus monicanus,,,,EN
128224732,Cnidoscolus orientensis,,,,EN
31638,Cnidoscolus rangel,,,,EN
180250577,Cnidoscolus rupestris,,,,EN
126300590,Cnidoscolus rzedowskii,,,,EN
126300593,Cnidoscolus sinaloensis,,,,EN
45978,Cobaea aequatoriensis,,,,EN
45979,Cobaea campanulata,,,,EN
61290,Cobitis arachthosensis,,,,EN
19084839,Cobitis battalgilae,,,,EN
61358,Cobitis bilseli,,,,EN
5027,Cobitis calderoni,,,,EN
19085009,Cobitis evreni,,,,EN
5032,Cobitis hellenica,,,,EN
61390,Cobitis levantina,,,,EN
122055145,Cobitis magnostriata,,,,EN
19085501,Cobitis phrygica,,,,EN
61179,Cobitis puncticulata,,,,EN
122055172,Cobitis sakahoko,,,,EN
5038,Cobitis trichonica,,,,EN
60831,Cobitis turcica,,,,EN
60347,Cobitis vettonica,,,,EN
158095,Coccinia ulugurensis,,,,EN
189109328,Coccoloba ortizii,,,,EN
33778,Coccoloba proctorii,,,,EN
34012,Coccoloba rugosa,,,,EN
156421953,Cocconerion balansae,,,,EN
38479,Coccothrinax crinita subsp. brevicrinis,brevicrinis,subsp.,,EN
38480,Coccothrinax crinita subsp. crinita,crinita,subsp.,,EN
56495716,Coccothrinax proctorii,,,,EN
182520096,Coccothrinax spirituana,,,,EN
134235,Coccusa cristicervix,,,,EN
22684360,Coccyzus rufigularis,,,,EN
115947799,Cochleanthes trinitatis,,,,EN
162127,Cochlearia polonica,,,,EN
34322,Cochlospermum tetraporum,,,,EN
54970,Cochranella megistra,,,,EN
116162779,Codia belepensis,,,,EN
116166885,Codia fusca,,,,EN
116167456,Codia microphylla,,,,EN
116162630,Codia triverticillata,,,,EN
5056,Codringtonia codringtonii,,,,EN
44249,Coelatura cridlandi,,,,EN
184729,Coelatura stagnorum,,,,EN
169292,Coeliccia brachysticta,,,,EN
177896346,Coeliccia curua,,,,EN
5060,Coeliccia flavicauda ssp. masakii,masakii,ssp.,,EN
173719682,Coeliccia hayashii,,,,EN
163657,Coeliccia macrostigma,,,,EN
122883783,Coeliccia matok,,,,EN
5061,Coeliccia ryukyuensis ssp. amamii,amamii,ssp.,,EN
5062,Coeliccia ryukyuensis ssp. ryukyuensis,ryukyuensis,ssp.,,EN
139556008,Coeliccia werneri,,,,EN
61173094,Coeligena consita,,,,EN
22687828,Coeligena orina,,,,EN
182524,Coelotilapia joka,,,,EN
59701,Coenagriocnemis insularis,,,,EN
158514,Coenagriocnemis rufipes,,,,EN
165504,Coenagrion intermedium,,,,EN
46205559,Coendou speratus,,,,EN
108645147,Coffea abbayesii,,,,EN
108645901,Coffea ambanjensis,,,,EN
108646089,Coffea ambongensis,,,,EN
108646567,Coffea ankaranensis,,,,EN
18289789,Coffea arabica,,,,EN
108646815,Coffea arenesiana,,,,EN
108646955,Coffea augagneurii,,,,EN
45910,Coffea bakossii,,,,EN
108647463,Coffea betamponensis,,,,EN
108647803,Coffea boinensis,,,,EN
108648280,Coffea bonnieri,,,,EN
158044,Coffea bridsoniae,,,,EN
36484,Coffea costatifructa,,,,EN
34452,Coffea fadenii,,,,EN
108650561,Coffea farafanganensis,,,,EN
108651081,Coffea gallienii,,,,EN
108652718,Coffea humblotiana,,,,EN
108652926,Coffea jumellei,,,,EN
108653441,Coffea kianjavatensis,,,,EN
18290321,Coffea kivuensis,,,,EN
108653736,Coffea lancifolia,,,,EN
104182628,Coffea liaudii,,,,EN
108655291,Coffea littoralis,,,,EN
108656984,Coffea mcphersonii,,,,EN
108657789,Coffea mogenetii,,,,EN
35426,Coffea mongensis,,,,EN
39467,Coffea myrtifolia,,,,EN
108659709,Coffea namorokensis,,,,EN
18538750,Coffea neobridsoniae,,,,EN
18290348,Coffea neoleroyi,,,,EN
36483,Coffea pocsii,,,,EN
108660471,Coffea pterocarpa,,,,EN
108662346,Coffea sahafaryensis,,,,EN
18290408,Coffea salvatrix,,,,EN
108662776,Coffea sambavensis,,,,EN
18290424,Coffea semsei,,,,EN
34655,Coffea togoensis,,,,EN
108663716,Coffea toshii,,,,EN
108664605,Coffea vianneyi,,,,EN
108664709,Coffea vohemarensis,,,,EN
98894402,Coilia mystus,,,,EN
98895427,Coilia nasus,,,,EN
161982,Coincya rupestris,,,,EN
111385294,Cola angustifolia,,,,EN
32227,Cola attiensis,,,,EN
111385799,Cola bodardii,,,,EN
33895,Cola boxiana,,,,EN
43880,Cola cecidiifolia,,,,EN
160806982,Cola cheringoma,,,,EN
111390932,Cola chlorantha,,,,EN
34975,Cola clavata,,,,EN
111391854,Cola discoglypremnophylla,,,,EN
126712207,Cola dorrii,,,,EN
34772,Cola hypochrysea,,,,EN
111395220,Cola liberica,,,,EN
136802322,Cola mamboana,,,,EN
21563686,Cola mayimbensis,,,,EN
111396094,Cola mayumbensis,,,,EN
32257,Cola octoloboides,,,,EN
32732,Cola philipi-jonesii,,,,EN
39536,Cola praeacuta,,,,EN
22681293,Colaptes fernandinae,,,,EN
111398344,Cola stelechantha,,,,EN
43882,Cola suboppositifolia,,,,EN
136802116,Cola zemagoana,,,,EN
200282,Colchicum mirzoevae,,,,EN
34316,Colea colei,,,,EN
113271005,Colea darainensis,,,,EN
113271347,Colea ratovosonii,,,,EN
30500,Colea seychellarum,,,,EN
62359,Coleocephalocereus buxbaumianus,,,,EN
151928,Coleocephalocereus goebelianus,,,,EN
152834,Coleocephalocereus pluricostatus,,,,EN
184312,Coleocephalocereus uebelmanniorum,,,,EN
174111,Coleodactylus natalensis,,,,EN
13307133,Colletes merceti,,,,EN
13307696,Colletes sierrensis,,,,EN
13309203,Colletes wolfi,,,,EN
174411674,Colletoecema gabonensis,,,,EN
